"","Comptes","Duree_credit","Historique_credit","Objet_credit","Montant_credit","Epargne","Anciennete_emploi","Taux_effort","Situation_familiale","Garanties","Anciennete_domicile","Biens","Age","Autres_credits","Statut_domicile","Nb_credits","Type_emploi","Nb_pers_charge","Telephone","Cible","Cle"
"453","4",12,"A30","A42",2759,"1","5",2,"A93","A101",4,"A122",34,"A143","A152",2,"A173","1","A191","0",453
"454","4",24,"A32","A41",2670,"1","5",4,"A93","A101",4,"A123",35,"A143","A152",1,"A174","1","A192","0",454
"455","1",24,"A32","A40",4817,"1","4",2,"A93","A102",3,"A122",31,"A143","A152",1,"A173","1","A192","1",455
"456","4",24,"A32","A41",2679,"1","2",4,"A92","A101",1,"A124",29,"A143","A152",1,"A174","1","A192","0",456
"457","1",11,"A34","A40",3905,"1","3",2,"A93","A101",2,"A121",36,"A143","A151",2,"A173","2","A191","0",457
"458","1",12,"A32","A41",3386,"1","5",3,"A93","A101",4,"A124",35,"A143","A153",1,"A173","1","A192","1",458
"459","1",6,"A32","A44",343,"1","2",4,"A92","A101",1,"A121",27,"A143","A152",1,"A173","1","A191","0",459
"460","4",18,"A32","A43",4594,"1","2",3,"A93","A101",2,"A123",32,"A143","A152",1,"A173","1","A192","0",460
"461","1",36,"A32","A42",3620,"1","3",1,"A93","A103",2,"A122",37,"A143","A152",1,"A173","2","A191","0",461
"462","1",15,"A32","A40",1721,"1","2",2,"A93","A101",3,"A121",36,"A143","A152",1,"A173","1","A191","0",462
"463","2",12,"A32","A42",3017,"1","2",3,"A92","A101",1,"A121",34,"A143","A151",1,"A174","1","A191","0",463
"464","2",12,"A32","A48",754,"0","5",4,"A93","A101",4,"A122",38,"A143","A152",2,"A173","1","A191","0",464
"465","4",18,"A32","A49",1950,"1","4",4,"A93","A101",1,"A123",34,"A142","A152",2,"A173","1","A192","0",465
"466","1",24,"A32","A41",2924,"1","3",3,"A93","A103",4,"A124",63,"A141","A152",1,"A173","2","A192","0",466
"467","1",24,"A33","A43",1659,"1","2",4,"A92","A101",2,"A123",29,"A143","A151",1,"A172","1","A192","1",467
"468","4",48,"A33","A43",7238,"0","5",3,"A93","A101",3,"A123",32,"A141","A152",2,"A173","2","A191","0",468
"469","4",33,"A33","A49",2764,"1","3",2,"A92","A101",2,"A123",26,"A143","A152",2,"A173","1","A192","0",469
"470","4",24,"A33","A41",4679,"1","4",3,"A93","A101",3,"A123",35,"A143","A152",2,"A172","1","A192","0",470
"471","2",24,"A32","A43",3092,"2","2",3,"A94","A101",2,"A123",22,"A143","A151",1,"A173","1","A192","1",471
"472","1",6,"A32","A46",448,"1","2",4,"A92","A101",4,"A122",23,"A143","A152",1,"A173","1","A191","1",472
"473","1",9,"A32","A40",654,"1","3",4,"A93","A101",3,"A123",28,"A143","A152",1,"A172","1","A191","1",473
"474","4",6,"A32","A48",1238,"0","1",4,"A93","A101",4,"A122",36,"A143","A152",1,"A174","2","A192","0",474
"475","2",18,"A34","A43",1245,"1","3",4,"A94","A101",2,"A123",33,"A143","A152",1,"A173","1","A191","1",475
"476","1",18,"A30","A42",3114,"1","2",1,"A92","A101",4,"A122",26,"A143","A151",1,"A173","1","A191","1",476
"477","4",39,"A32","A41",2569,"3","3",4,"A93","A101",4,"A123",24,"A143","A152",1,"A173","1","A191","0",477
"478","3",24,"A32","A43",5152,"1","4",4,"A93","A101",2,"A123",25,"A141","A152",1,"A173","1","A191","0",478
"479","2",12,"A32","A49",1037,"2","4",3,"A93","A101",4,"A121",39,"A143","A152",1,"A172","1","A191","0",479
"480","1",15,"A34","A42",1478,"1","5",4,"A93","A101",4,"A123",44,"A143","A152",2,"A173","2","A192","0",480
"481","2",12,"A34","A43",3573,"1","3",1,"A92","A101",1,"A121",23,"A143","A152",1,"A172","1","A191","0",481
"482","2",24,"A32","A40",1201,"1","2",4,"A93","A101",1,"A122",26,"A143","A152",1,"A173","1","A191","0",482
"483","1",30,"A32","A42",3622,"4","5",4,"A92","A101",4,"A122",57,"A143","A151",2,"A173","1","A192","0",483
"484","4",15,"A33","A42",960,"4","4",3,"A92","A101",2,"A122",30,"A143","A152",2,"A173","1","A191","0",484
"485","4",12,"A34","A40",1163,"3","3",4,"A93","A101",4,"A121",44,"A143","A152",1,"A173","1","A192","0",485
"486","2",6,"A33","A40",1209,"1","1",4,"A93","A101",4,"A122",47,"A143","A152",1,"A174","1","A192","1",486
"487","4",12,"A32","A43",3077,"1","3",2,"A93","A101",4,"A123",52,"A143","A152",1,"A173","1","A192","0",487
"488","4",24,"A32","A40",3757,"1","5",4,"A92","A102",4,"A124",62,"A143","A153",1,"A173","1","A192","0",488
"489","4",10,"A32","A40",1418,"2","3",3,"A93","A101",2,"A121",35,"A143","A151",1,"A172","1","A191","0",489
"490","4",6,"A32","A40",3518,"1","3",2,"A93","A103",3,"A122",26,"A143","A151",1,"A173","1","A191","0",490
"491","4",12,"A34","A43",1934,"1","5",2,"A93","A101",2,"A124",26,"A143","A152",2,"A173","1","A191","0",491
"492","2",27,"A30","A49",8318,"1","5",2,"A92","A101",4,"A124",42,"A143","A153",2,"A174","1","A192","1",492
"493","4",6,"A34","A43",1237,"2","3",1,"A92","A101",1,"A122",27,"A143","A152",2,"A173","1","A191","0",493
"494","2",6,"A32","A43",368,"0","5",4,"A93","A101",4,"A122",38,"A143","A152",1,"A173","1","A191","0",494
"495","1",12,"A34","A40",2122,"1","3",3,"A93","A101",2,"A121",39,"A143","A151",2,"A172","2","A191","0",495
"496","1",24,"A32","A42",2996,"0","3",2,"A94","A101",4,"A123",20,"A143","A152",1,"A173","1","A191","1",496
"497","2",36,"A32","A42",9034,"2","2",4,"A93","A102",1,"A124",29,"A143","A151",1,"A174","1","A192","1",497
"498","4",24,"A34","A42",1585,"1","4",4,"A93","A101",3,"A122",40,"A143","A152",2,"A173","1","A191","0",498
"499","2",18,"A32","A43",1301,"1","5",4,"A94","A103",2,"A121",32,"A143","A152",1,"A172","1","A191","0",499
"500","3",6,"A34","A40",1323,"2","5",2,"A91","A101",4,"A123",28,"A143","A152",2,"A173","2","A192","0",500
"501","1",24,"A32","A40",3123,"1","2",4,"A92","A101",1,"A122",27,"A143","A152",1,"A173","1","A191","1",501
"502","1",36,"A32","A41",5493,"1","5",2,"A93","A101",4,"A124",42,"A143","A153",1,"A173","2","A191","0",502
"503","3",9,"A32","A43",1126,"2","5",2,"A91","A101",4,"A121",49,"A143","A152",1,"A173","1","A191","0",503
"504","2",24,"A34","A43",1216,"2","2",4,"A93","A101",4,"A124",38,"A141","A152",2,"A173","2","A191","1",504
"505","1",24,"A32","A40",1207,"1","2",4,"A92","A101",4,"A122",24,"A143","A151",1,"A173","1","A191","1",505
"506","4",10,"A32","A40",1309,"0","3",4,"A93","A103",4,"A122",27,"A143","A152",1,"A172","1","A191","1",506
"507","3",15,"A34","A41",2360,"3","3",2,"A93","A101",2,"A123",36,"A143","A152",1,"A173","1","A192","0",507
"508","2",15,"A31","A40",6850,"2","1",1,"A93","A101",2,"A122",34,"A143","A152",1,"A174","2","A192","1",508
"509","4",24,"A32","A43",1413,"1","3",4,"A94","A101",2,"A122",28,"A143","A152",1,"A173","1","A191","0",509
"510","4",39,"A32","A41",8588,"2","5",4,"A93","A101",2,"A123",45,"A143","A152",1,"A174","1","A192","0",510
"511","1",12,"A32","A40",759,"1","4",4,"A93","A101",2,"A121",26,"A143","A152",1,"A173","1","A191","1",511
"512","4",36,"A32","A41",4686,"1","3",2,"A93","A101",2,"A124",32,"A143","A153",1,"A174","1","A192","0",512
"513","3",15,"A32","A49",2687,"1","4",2,"A93","A101",4,"A122",26,"A143","A151",1,"A173","1","A192","0",513
"514","2",12,"A33","A43",585,"1","3",4,"A94","A102",4,"A121",20,"A143","A151",2,"A173","1","A191","0",514
"515","4",24,"A32","A40",2255,"0","2",4,"A93","A101",1,"A122",54,"A143","A152",1,"A173","1","A191","0",515
"516","1",6,"A34","A40",609,"1","4",4,"A92","A101",3,"A122",37,"A143","A152",2,"A173","1","A191","0",516
"517","1",6,"A34","A40",1361,"1","2",2,"A93","A101",4,"A121",40,"A143","A152",1,"A172","2","A191","0",517
"518","4",36,"A34","A42",7127,"1","2",2,"A92","A101",4,"A122",23,"A143","A151",2,"A173","1","A192","1",518
"519","1",6,"A32","A40",1203,"2","5",3,"A93","A101",2,"A122",43,"A143","A152",1,"A173","1","A192","0",519
"520","4",6,"A34","A43",700,"0","5",4,"A93","A101",4,"A124",36,"A143","A153",2,"A173","1","A191","0",520
"521","4",24,"A34","A45",5507,"1","5",3,"A93","A101",4,"A124",44,"A143","A153",2,"A173","1","A191","0",521
"522","1",18,"A32","A43",3190,"1","3",2,"A92","A101",2,"A121",24,"A143","A152",1,"A173","1","A191","1",522
"523","1",48,"A30","A42",7119,"1","3",3,"A93","A101",4,"A124",53,"A143","A153",2,"A173","2","A191","1",523
"524","4",24,"A32","A41",3488,"2","4",3,"A92","A101",4,"A123",23,"A143","A152",1,"A173","1","A191","0",524
"525","2",18,"A32","A43",1113,"1","3",4,"A92","A103",4,"A121",26,"A143","A152",1,"A172","2","A191","0",525
"526","2",26,"A32","A41",7966,"1","2",2,"A93","A101",3,"A123",30,"A143","A152",2,"A173","1","A191","0",526
"527","4",15,"A34","A46",1532,"2","3",4,"A92","A101",3,"A123",31,"A143","A152",1,"A173","1","A191","0",527
"528","4",4,"A34","A43",1503,"1","4",2,"A93","A101",1,"A121",42,"A143","A152",2,"A172","2","A191","0",528
"529","1",36,"A32","A43",2302,"1","3",4,"A91","A101",4,"A123",31,"A143","A151",1,"A173","1","A191","1",529
"530","1",6,"A32","A40",662,"1","2",3,"A93","A101",4,"A121",41,"A143","A152",1,"A172","2","A192","0",530
"531","2",36,"A32","A46",2273,"1","4",3,"A93","A101",1,"A123",32,"A143","A152",2,"A173","2","A191","0",531
"532","2",15,"A32","A40",2631,"2","3",2,"A92","A101",4,"A123",28,"A143","A151",2,"A173","1","A192","1",532
"533","4",12,"A33","A41",1503,"1","3",4,"A94","A101",4,"A121",41,"A143","A151",1,"A173","1","A191","0",533
"534","4",24,"A32","A43",1311,"2","4",4,"A94","A101",3,"A122",26,"A143","A152",1,"A173","1","A192","0",534
"535","4",24,"A32","A43",3105,"0","2",4,"A93","A101",2,"A123",25,"A143","A152",2,"A173","1","A191","0",535
"536","3",21,"A34","A46",2319,"1","2",2,"A91","A101",1,"A123",33,"A143","A151",1,"A173","1","A191","1",536
"537","1",6,"A32","A40",1374,"0","1",4,"A92","A101",3,"A122",75,"A143","A152",1,"A174","1","A192","0",537
"538","2",18,"A34","A42",3612,"1","5",3,"A92","A101",4,"A122",37,"A143","A152",1,"A173","1","A192","0",538
"539","1",48,"A32","A40",7763,"1","5",4,"A93","A101",4,"A124",42,"A141","A153",1,"A174","1","A191","1",539
"540","3",18,"A32","A42",3049,"1","2",1,"A92","A101",1,"A122",45,"A142","A152",1,"A172","1","A191","0",540
"541","2",12,"A32","A43",1534,"1","2",1,"A94","A101",1,"A121",23,"A143","A151",1,"A173","1","A191","1",541
"542","4",24,"A33","A40",2032,"1","5",4,"A93","A101",4,"A124",60,"A143","A153",2,"A173","1","A192","0",542
"543","1",30,"A32","A42",6350,"0","5",4,"A93","A101",4,"A122",31,"A143","A152",1,"A173","1","A191","1",543
"544","3",18,"A32","A42",2864,"1","3",2,"A93","A101",1,"A121",34,"A143","A152",1,"A172","2","A191","1",544
"545","4",12,"A34","A40",1255,"1","5",4,"A93","A101",4,"A121",61,"A143","A152",2,"A172","1","A191","0",545
"546","1",24,"A33","A40",1333,"1","1",4,"A93","A101",2,"A121",43,"A143","A153",2,"A173","2","A191","1",546
"547","4",24,"A34","A40",2022,"1","3",4,"A92","A101",4,"A123",37,"A143","A152",1,"A173","1","A192","0",547
"548","4",24,"A32","A43",1552,"1","4",3,"A93","A101",1,"A123",32,"A141","A152",1,"A173","2","A191","0",548
"549","1",12,"A31","A43",626,"1","3",4,"A92","A101",4,"A121",24,"A141","A152",1,"A172","1","A191","1",549
"550","4",48,"A34","A41",8858,"0","4",2,"A93","A101",1,"A124",35,"A143","A153",2,"A173","1","A192","0",550
"551","4",12,"A34","A45",996,"0","4",4,"A92","A101",4,"A121",23,"A143","A152",2,"A173","1","A191","0",551
"552","4",6,"A31","A43",1750,"3","5",2,"A93","A101",4,"A122",45,"A141","A152",1,"A172","2","A191","0",552
"553","1",48,"A32","A43",6999,"1","4",1,"A94","A103",1,"A121",34,"A143","A152",2,"A173","1","A192","1",553
"554","2",12,"A34","A40",1995,"2","2",4,"A93","A101",1,"A123",27,"A143","A152",1,"A173","1","A191","0",554
"555","2",9,"A32","A46",1199,"1","4",4,"A92","A101",4,"A122",67,"A143","A152",2,"A174","1","A192","0",555
"556","2",12,"A32","A43",1331,"1","2",2,"A93","A101",1,"A123",22,"A142","A152",1,"A173","1","A191","1",556
"557","2",18,"A30","A40",2278,"2","2",3,"A92","A101",3,"A123",28,"A143","A152",2,"A173","1","A191","1",557
"558","4",21,"A30","A40",5003,"0","3",1,"A92","A101",4,"A122",29,"A141","A152",2,"A173","1","A192","1",558
"559","1",24,"A31","A42",3552,"1","4",3,"A93","A101",4,"A123",27,"A141","A152",1,"A173","1","A191","1",559
"560","2",18,"A34","A42",1928,"1","2",2,"A93","A101",2,"A121",31,"A143","A152",2,"A172","1","A191","1",560
"561","1",24,"A32","A41",2964,"0","5",4,"A93","A101",4,"A124",49,"A141","A153",1,"A173","2","A192","0",561
"562","1",24,"A31","A43",1546,"1","4",4,"A93","A103",4,"A123",24,"A141","A151",1,"A172","1","A191","1",562
"563","3",6,"A33","A43",683,"1","2",2,"A92","A101",1,"A122",29,"A141","A152",1,"A173","1","A191","0",563
"564","2",36,"A32","A40",12389,"0","3",1,"A93","A101",4,"A124",37,"A143","A153",1,"A173","1","A192","1",564
"565","2",24,"A33","A49",4712,"0","3",4,"A93","A101",2,"A122",37,"A141","A152",2,"A174","1","A192","0",565
"566","2",24,"A33","A43",1553,"2","4",3,"A92","A101",2,"A122",23,"A143","A151",2,"A173","1","A192","0",566
"567","1",12,"A32","A40",1372,"1","4",2,"A91","A101",3,"A123",36,"A143","A152",1,"A173","1","A191","1",567
"568","4",24,"A34","A43",2578,"4","5",2,"A93","A101",2,"A123",34,"A143","A152",1,"A173","1","A191","0",568
"569","2",48,"A32","A43",3979,"0","4",4,"A93","A101",1,"A123",41,"A143","A152",2,"A173","2","A192","0",569
"570","1",48,"A32","A43",6758,"1","3",3,"A92","A101",2,"A123",31,"A143","A152",1,"A173","1","A192","1",570
"571","1",24,"A32","A42",3234,"1","2",4,"A92","A101",4,"A121",23,"A143","A151",1,"A172","1","A192","1",571
"572","4",30,"A34","A43",5954,"1","4",3,"A93","A102",2,"A123",38,"A143","A152",1,"A173","1","A191","0",572
"573","4",24,"A32","A41",5433,"0","1",2,"A92","A101",4,"A122",26,"A143","A151",1,"A174","1","A192","0",573
"574","1",15,"A32","A49",806,"1","3",4,"A92","A101",4,"A122",22,"A143","A152",1,"A172","1","A191","0",574
"575","2",9,"A32","A43",1082,"1","5",4,"A93","A101",4,"A123",27,"A143","A152",2,"A172","1","A191","0",575
"576","4",15,"A34","A42",2788,"1","4",2,"A92","A102",3,"A123",24,"A141","A152",2,"A173","1","A191","0",576
"577","2",12,"A32","A43",2930,"1","4",2,"A92","A101",1,"A121",27,"A143","A152",1,"A173","1","A191","0",577
"578","4",24,"A34","A46",1927,"0","3",3,"A92","A101",2,"A123",33,"A143","A152",2,"A173","1","A192","0",578
"579","2",36,"A34","A40",2820,"1","2",4,"A91","A101",4,"A123",27,"A143","A152",2,"A173","1","A191","1",579
"580","4",24,"A32","A48",937,"1","2",4,"A94","A101",3,"A123",27,"A143","A152",2,"A172","1","A191","0",580
"581","2",18,"A34","A40",1056,"1","5",3,"A93","A103",3,"A121",30,"A141","A152",2,"A173","1","A191","1",581
"582","2",12,"A34","A40",3124,"1","2",1,"A93","A101",3,"A121",49,"A141","A152",2,"A172","2","A191","0",582
"583","4",9,"A32","A42",1388,"1","3",4,"A92","A101",2,"A121",26,"A143","A151",1,"A173","1","A191","0",583
"584","2",36,"A32","A45",2384,"1","2",4,"A93","A101",1,"A124",33,"A143","A151",1,"A172","1","A191","1",584
"585","4",12,"A32","A40",2133,"0","5",4,"A92","A101",4,"A124",52,"A143","A153",1,"A174","1","A192","0",585
"586","1",18,"A32","A42",2039,"1","3",1,"A92","A101",4,"A121",20,"A141","A151",1,"A173","1","A191","1",586
"587","1",9,"A34","A40",2799,"1","3",2,"A93","A101",2,"A121",36,"A143","A151",2,"A173","2","A191","0",587
"588","1",12,"A32","A42",1289,"1","3",4,"A93","A103",1,"A122",21,"A143","A152",1,"A172","1","A191","0",588
"589","1",18,"A32","A44",1217,"1","3",4,"A94","A101",3,"A121",47,"A143","A152",1,"A172","1","A192","1",589
"590","1",12,"A34","A42",2246,"1","5",3,"A93","A101",3,"A122",60,"A143","A152",2,"A173","1","A191","1",590
"591","1",12,"A34","A43",385,"1","4",4,"A92","A101",3,"A121",58,"A143","A152",4,"A172","1","A192","0",591
"592","2",24,"A33","A40",1965,"0","3",4,"A92","A101",4,"A123",42,"A143","A151",2,"A173","1","A192","0",592
"593","4",21,"A32","A49",1572,"4","5",4,"A92","A101",4,"A121",36,"A141","A152",1,"A172","1","A191","0",593
"594","2",24,"A32","A40",2718,"1","3",3,"A92","A101",4,"A122",20,"A143","A151",1,"A172","1","A192","1",594
"595","1",24,"A31","A410",1358,"0","5",4,"A93","A101",3,"A123",40,"A142","A152",1,"A174","1","A192","1",595
"596","2",6,"A31","A40",931,"2","2",1,"A92","A101",1,"A122",32,"A142","A152",1,"A172","1","A191","1",596
"597","1",24,"A32","A40",1442,"1","4",4,"A92","A101",4,"A123",23,"A143","A151",2,"A173","1","A191","1",597
"598","2",24,"A30","A49",4241,"1","3",1,"A93","A101",4,"A121",36,"A143","A152",3,"A172","1","A192","1",598
"599","4",18,"A34","A40",2775,"1","4",2,"A93","A101",2,"A122",31,"A141","A152",2,"A173","1","A191","1",599
"600","4",24,"A33","A49",3863,"1","3",1,"A93","A101",2,"A124",32,"A143","A153",1,"A173","1","A191","0",600
"601","2",7,"A32","A43",2329,"1","2",1,"A92","A103",1,"A121",45,"A143","A152",1,"A173","1","A191","0",601
"602","2",9,"A32","A42",918,"1","3",4,"A92","A101",1,"A122",30,"A143","A152",1,"A173","1","A191","1",602
"603","2",24,"A31","A46",1837,"1","4",4,"A92","A101",4,"A124",34,"A141","A153",1,"A172","1","A191","1",603
"604","4",36,"A32","A42",3349,"1","3",4,"A92","A101",2,"A123",28,"A143","A152",1,"A174","1","A192","1",604
"605","3",10,"A32","A42",1275,"1","2",4,"A92","A101",2,"A122",23,"A143","A152",1,"A173","1","A191","0",605
"606","1",24,"A31","A42",2828,"3","3",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173","1","A192","0",606
"607","4",24,"A34","A49",4526,"1","3",3,"A93","A101",2,"A121",74,"A143","A152",1,"A174","1","A192","0",607
"608","2",36,"A32","A43",2671,"2","3",4,"A92","A102",4,"A124",50,"A143","A153",1,"A173","1","A191","1",608
"609","4",18,"A32","A43",2051,"1","2",4,"A93","A101",1,"A121",33,"A143","A152",1,"A173","1","A191","0",609
"610","4",15,"A32","A41",1300,"0","5",4,"A93","A101",4,"A124",45,"A141","A153",1,"A173","2","A191","0",610
"611","1",12,"A32","A44",741,"2","1",4,"A92","A101",3,"A122",22,"A143","A152",1,"A173","1","A191","1",611
"612","3",10,"A32","A40",1240,"2","5",1,"A92","A101",4,"A124",48,"A143","A153",1,"A172","2","A191","1",612
"613","1",21,"A32","A43",3357,"4","2",4,"A92","A101",2,"A123",29,"A141","A152",1,"A173","1","A191","0",613
"614","1",24,"A31","A41",3632,"1","3",1,"A92","A103",4,"A123",22,"A141","A151",1,"A173","1","A191","0",614
"615","4",18,"A33","A42",1808,"1","4",4,"A92","A101",1,"A121",22,"A143","A152",1,"A173","1","A191","1",615
"616","2",48,"A30","A49",12204,"0","3",2,"A93","A101",2,"A123",48,"A141","A152",1,"A174","1","A192","0",616
"617","2",60,"A33","A43",9157,"0","3",2,"A93","A101",2,"A124",27,"A143","A153",1,"A174","1","A191","0",617
"618","1",6,"A34","A40",3676,"1","3",1,"A93","A101",3,"A121",37,"A143","A151",3,"A173","2","A191","0",618
"619","2",30,"A32","A42",3441,"2","3",2,"A92","A102",4,"A123",21,"A143","A151",1,"A173","1","A191","1",619
"620","4",12,"A32","A40",640,"1","3",4,"A91","A101",2,"A121",49,"A143","A152",1,"A172","1","A191","0",620
"621","2",21,"A34","A49",3652,"1","4",2,"A93","A101",3,"A122",27,"A143","A152",2,"A173","1","A191","0",621
"622","4",18,"A34","A40",1530,"1","3",3,"A93","A101",2,"A122",32,"A141","A152",2,"A173","1","A191","1",622
"623","4",48,"A32","A49",3914,"0","3",4,"A91","A101",2,"A121",38,"A141","A152",1,"A173","1","A191","1",623
"624","1",12,"A32","A42",1858,"1","2",4,"A92","A101",1,"A123",22,"A143","A151",1,"A173","1","A191","0",624
"625","1",18,"A32","A43",2600,"1","3",4,"A93","A101",4,"A124",65,"A143","A153",2,"A173","1","A191","1",625
"626","4",15,"A32","A43",1979,"0","5",4,"A93","A101",2,"A123",35,"A143","A152",1,"A173","1","A191","0",626
"627","3",6,"A32","A42",2116,"1","3",2,"A93","A101",2,"A121",41,"A143","A152",1,"A173","1","A192","0",627
"628","2",9,"A31","A40",1437,"2","4",2,"A93","A101",3,"A124",29,"A143","A152",1,"A173","1","A191","1",628
"629","4",42,"A34","A42",4042,"3","3",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173","1","A192","0",629
"630","4",9,"A32","A46",3832,"0","5",1,"A93","A101",4,"A121",64,"A143","A152",1,"A172","1","A191","0",630
"631","1",24,"A32","A43",3660,"1","3",2,"A92","A101",4,"A123",28,"A143","A152",1,"A173","1","A191","0",631
"632","1",18,"A31","A42",1553,"1","3",4,"A93","A101",3,"A123",44,"A141","A152",1,"A173","1","A191","1",632
"633","2",15,"A32","A43",1444,"0","2",4,"A93","A101",1,"A122",23,"A143","A152",1,"A173","1","A191","0",633
"634","4",9,"A32","A42",1980,"1","2",2,"A92","A102",2,"A123",19,"A143","A151",2,"A173","1","A191","1",634
"635","2",24,"A32","A40",1355,"1","2",3,"A92","A101",4,"A123",25,"A143","A152",1,"A172","1","A192","1",635
"636","4",12,"A32","A46",1393,"1","5",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173","2","A192","0",636
"637","4",24,"A32","A43",1376,"3","4",4,"A92","A101",1,"A123",28,"A143","A152",1,"A173","1","A191","0",637
"638","4",60,"A33","A43",15653,"1","4",2,"A93","A101",4,"A123",21,"A143","A152",2,"A173","1","A192","0",638
"639","4",12,"A32","A43",1493,"1","2",4,"A92","A101",3,"A123",34,"A143","A152",1,"A173","2","A191","0",639
"640","1",42,"A33","A43",4370,"1","4",3,"A93","A101",2,"A122",26,"A141","A152",2,"A173","2","A192","1",640
"641","1",18,"A32","A46",750,"1","1",4,"A92","A101",1,"A121",27,"A143","A152",1,"A171","1","A191","1",641
"642","2",15,"A32","A45",1308,"1","5",4,"A93","A101",4,"A123",38,"A143","A152",2,"A172","1","A191","0",642
"643","4",15,"A32","A46",4623,"2","3",3,"A93","A101",2,"A122",40,"A143","A152",1,"A174","1","A192","1",643
"644","4",24,"A34","A43",1851,"1","4",4,"A94","A103",2,"A123",33,"A143","A152",2,"A173","1","A192","0",644
"645","1",18,"A34","A43",1880,"1","4",4,"A94","A101",1,"A122",32,"A143","A152",2,"A174","1","A192","0",645
"646","4",36,"A33","A49",7980,"0","2",4,"A93","A101",4,"A123",27,"A143","A151",2,"A173","1","A192","1",646
"647","1",30,"A30","A42",4583,"1","3",2,"A91","A103",2,"A121",32,"A143","A152",2,"A173","1","A191","0",647
"648","4",12,"A32","A40",1386,"3","3",2,"A92","A101",2,"A122",26,"A143","A152",1,"A173","1","A191","1",648
"649","3",24,"A32","A40",947,"1","4",4,"A93","A101",3,"A124",38,"A141","A153",1,"A173","2","A191","1",649
"650","1",12,"A32","A46",684,"1","3",4,"A93","A101",4,"A123",40,"A143","A151",1,"A172","2","A191","1",650
"651","1",48,"A32","A46",7476,"1","4",4,"A93","A101",1,"A124",50,"A143","A153",1,"A174","1","A192","0",651
"652","2",12,"A32","A42",1922,"1","3",4,"A93","A101",2,"A122",37,"A143","A152",1,"A172","1","A191","1",652
"653","1",24,"A32","A40",2303,"1","5",4,"A93","A102",1,"A121",45,"A143","A152",1,"A173","1","A191","1",653
"654","2",36,"A33","A40",8086,"2","5",2,"A93","A101",4,"A123",42,"A143","A152",4,"A174","1","A192","1",654
"655","4",24,"A34","A41",2346,"1","4",4,"A93","A101",3,"A123",35,"A143","A152",2,"A173","1","A192","0",655
"656","1",14,"A32","A40",3973,"1","1",1,"A93","A101",4,"A124",22,"A143","A153",1,"A173","1","A191","0",656
"657","2",12,"A32","A40",888,"1","5",4,"A93","A101",4,"A123",41,"A141","A152",1,"A172","2","A191","1",657
"658","4",48,"A32","A43",10222,"0","4",4,"A93","A101",3,"A123",37,"A142","A152",1,"A173","1","A192","0",658
"659","2",30,"A30","A49",4221,"1","3",2,"A92","A101",1,"A123",28,"A143","A152",2,"A173","1","A191","0",659
"660","2",18,"A34","A42",6361,"1","5",2,"A93","A101",1,"A124",41,"A143","A152",1,"A173","1","A192","0",660
"661","3",12,"A32","A43",1297,"1","3",3,"A94","A101",4,"A121",23,"A143","A151",1,"A173","1","A191","0",661
"662","1",12,"A32","A40",900,"0","3",4,"A94","A101",2,"A123",23,"A143","A152",1,"A173","1","A191","1",662
"663","4",21,"A32","A42",2241,"1","5",4,"A93","A101",2,"A121",50,"A143","A152",2,"A173","1","A191","0",663
"664","2",6,"A33","A42",1050,"1","1",4,"A93","A101",1,"A122",35,"A142","A152",2,"A174","1","A192","0",664
"665","3",6,"A34","A46",1047,"1","3",2,"A92","A101",4,"A122",50,"A143","A152",1,"A172","1","A191","0",665
"666","4",24,"A34","A410",6314,"1","1",4,"A93","A102",2,"A124",27,"A141","A152",2,"A174","1","A192","0",666
"667","2",30,"A31","A42",3496,"4","3",4,"A93","A101",2,"A123",34,"A142","A152",1,"A173","2","A192","0",667
"668","4",48,"A31","A49",3609,"1","3",1,"A92","A101",1,"A121",27,"A142","A152",1,"A173","1","A191","0",668
"669","1",12,"A34","A40",4843,"1","5",3,"A93","A102",4,"A122",43,"A143","A151",2,"A173","1","A192","1",669
"670","3",30,"A34","A43",3017,"1","5",4,"A93","A101",4,"A122",47,"A143","A152",1,"A173","1","A191","0",670
"671","4",24,"A34","A49",4139,"2","3",3,"A93","A101",3,"A122",27,"A143","A152",2,"A172","1","A192","0",671
"672","4",36,"A32","A49",5742,"2","4",2,"A93","A101",2,"A123",31,"A143","A152",2,"A173","1","A192","0",672
"673","4",60,"A32","A40",10366,"1","5",2,"A93","A101",4,"A122",42,"A143","A152",1,"A174","1","A192","0",673
"674","4",6,"A34","A40",2080,"3","3",1,"A94","A101",2,"A123",24,"A143","A152",1,"A173","1","A191","0",674
"675","4",21,"A33","A49",2580,"3","2",4,"A93","A101",2,"A121",41,"A141","A152",1,"A172","2","A191","1",675
"676","4",30,"A34","A43",4530,"1","4",4,"A92","A101",4,"A123",26,"A143","A151",1,"A174","1","A192","0",676
"677","4",24,"A34","A42",5150,"1","5",4,"A93","A101",4,"A123",33,"A143","A152",1,"A173","1","A192","0",677
"678","2",72,"A32","A43",5595,"2","3",2,"A94","A101",2,"A123",24,"A143","A152",1,"A173","1","A191","1",678
"679","1",24,"A32","A43",2384,"1","5",4,"A93","A101",4,"A121",64,"A141","A151",1,"A172","1","A191","0",679
